-9.249149e-01 -1.780119e-01 9.690434e-02 -7.674649e-03 3.077675e+02
-9.249149e-01 -1.755222e-01 9.743708e-02 -7.556170e-03 3.162302e+02
-9.249149e-01 -1.730325e-01 9.796232e-02 -7.441387e-03 3.228673e+02
-9.249149e-01 -1.705429e-01 9.848756e-02 -7.326588e-03 3.314976e+02
-9.249149e-01 -1.680532e-01 9.901279e-02 -7.211789e-03 3.424109e+02
-9.249149e-01 -1.655635e-01 9.952170e-02 -7.103562e-03 3.468230e+02
-9.249149e-01 -1.630738e-01 1.000213e-01 -6.999239e-03 3.480985e+02
-9.249149e-01 -1.605842e-01 1.005209e-01 -6.894886e-03 3.513080e+02
-9.249149e-01 -1.580945e-01 1.010204e-01 -6.790549e-03 3.565600e+02
-9.249149e-01 -1.556048e-01 1.015049e-01 -6.692186e-03 3.550903e+02
-9.249149e-01 -1.531151e-01 1.019779e-01 -6.598353e-03 3.491266e+02
-9.249149e-01 -1.506255e-01 1.024508e-01 -6.504506e-03 3.452355e+02
-9.249149e-01 -1.481358e-01 1.029238e-01 -6.410658e-03 3.432705e+02
-9.249149e-01 -1.456461e-01 1.033838e-01 -6.322041e-03 3.367262e+02
-9.249149e-01 -1.431564e-01 1.038304e-01 -6.238028e-03 3.262740e+02
-9.249149e-01 -1.406667e-01 1.042771e-01 -6.154001e-03 3.180462e+02
-9.249149e-01 -1.381771e-01 1.047236e-01 -6.069973e-03 3.117547e+02
-9.249149e-01 -1.356874e-01 1.051585e-01 -5.989611e-03 3.027326e+02
-9.224252e-01 -2.103777e-01 9.187049e-02 -8.928165e-03 3.266373e+02
-9.224252e-01 -2.078880e-01 9.249765e-02 -8.763388e-03 3.702859e+02
-9.224252e-01 -2.053983e-01 9.310311e-02 -8.612260e-03 4.105748e+02
-9.224252e-01 -2.029087e-01 9.370667e-02 -8.462250e-03 4.618443e+02
-9.224252e-01 -2.004190e-01 9.431010e-02 -8.312210e-03 5.319894e+02
-9.224252e-01 -1.979293e-01 9.491366e-02 -8.162186e-03 6.332698e+02
-9.224252e-01 -1.954396e-01 9.549624e-02 -8.024648e-03 7.275640e+02
-9.224252e-01 -1.929500e-01 9.607488e-02 -7.889405e-03 8.512275e+02
-9.224252e-01 -1.904603e-01 9.665364e-02 -7.754162e-03 1.041978e+03
-9.224252e-01 -1.879706e-01 9.723240e-02 -7.618904e-03 1.371031e+03
-9.224252e-01 -1.854809e-01 9.779185e-02 -7.494569e-03 1.720509e+03
-9.224252e-01 -1.829913e-01 9.834570e-02 -7.373437e-03 2.242850e+03
-9.224252e-01 -1.805016e-01 9.889966e-02 -7.252276e-03 3.391306e+03
-9.224252e-01 -1.780119e-01 9.945363e-02 -7.131144e-03 7.792936e+03
-9.224252e-01 -1.755222e-01 9.998924e-02 -7.018968e-03 2.637150e+04
-9.224252e-01 -1.730325e-01 1.005173e-01 -6.910518e-03 -3.290054e+04
-9.224252e-01 -1.705429e-01 1.010455e-01 -6.802067e-03 -8.745820e+03
-9.224252e-01 -1.680532e-01 1.015736e-01 -6.693602e-03 -4.671530e+03
-9.224252e-01 -1.655635e-01 1.020854e-01 -6.591797e-03 -3.921055e+03
-9.224252e-01 -1.630738e-01 1.025878e-01 -6.493896e-03 -3.714084e+03
